2018-06-09 00:21:45.876 DEBUG 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : ==>  Preparing: SELECT COUNT(*) COUNT, NVL(E.DEPARTMENT_ID,0) DEPARTMENT_ID, NVL(D.DEPARTMENT_NAME,'NOTYET') DEPARTMENT_NAME FROM EMPLOYEES E, DEPARTMENTS D WHERE E.DEPARTMENT_ID=D.DEPARTMENT_ID(+) GROUP BY E.DEPARTMENT_ID, D.DEPARTMENT_NAME ORDER BY COUNT DESC,E.DEPARTMENT_ID ASC 
2018-06-09 00:21:45.877 DEBUG 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : ==> Parameters: 
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==    Columns: COUNT, DEPARTMENT_ID, DEPARTMENT_NAME
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 46, 50, Shipping
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 34, 80, Sales
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 6, 30, Purchasing
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 6, 100, Finance
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 5, 60, IT
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 3, 20, Marketing
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 3, 90, Executive
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 10, Administration
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 40, Human Resources
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 70, Public Relations
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 110, Accounting
2018-06-09 00:21:45.877 TRACE 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 0, NOTYET
2018-06-09 00:21:45.877 DEBUG 5908 --- [io-8199-exec-10] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==      Total: 12
2018-06-09 00:21:47.350  INFO 5908 --- [nio-8199-exec-4] k.c.i.hrm.controller.EmployeeController  : 1-------------findAllDepCounts-----------------------------Sat Jun 09 00:21:47 KST 2018
2018-06-09 00:21:47.360 DEBUG 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : ==>  Preparing: SELECT COUNT(*) COUNT, NVL(E.DEPARTMENT_ID,0) DEPARTMENT_ID, NVL(D.DEPARTMENT_NAME,'NOTYET') DEPARTMENT_NAME FROM EMPLOYEES E, DEPARTMENTS D WHERE E.DEPARTMENT_ID=D.DEPARTMENT_ID(+) GROUP BY E.DEPARTMENT_ID, D.DEPARTMENT_NAME ORDER BY COUNT DESC,E.DEPARTMENT_ID ASC 
2018-06-09 00:21:47.360 DEBUG 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : ==> Parameters: 
2018-06-09 00:21:47.363 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==    Columns: COUNT, DEPARTMENT_ID, DEPARTMENT_NAME
2018-06-09 00:21:47.363 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 46, 50, Shipping
2018-06-09 00:21:47.363 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 34, 80, Sales
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 6, 30, Purchasing
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 6, 100, Finance
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 5, 60, IT
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 3, 20, Marketing
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 3, 90, Executive
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 10, Administration
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 40, Human Resources
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 70, Public Relations
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 110, Accounting
2018-06-09 00:21:47.364 TRACE 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 0, NOTYET
2018-06-09 00:21:47.364 DEBUG 5908 --- [nio-8199-exec-4] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==      Total: 12
2018-06-09 00:22:12.211  INFO 5908 --- [nio-8199-exec-6] k.c.i.hrm.controller.EmployeeController  : 1-------------findAllDepCounts-----------------------------Sat Jun 09 00:22:12 KST 2018
2018-06-09 00:22:12.226 DEBUG 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : ==>  Preparing: SELECT COUNT(*) COUNT, NVL(E.DEPARTMENT_ID,0) DEPARTMENT_ID, NVL(D.DEPARTMENT_NAME,'NOTYET') DEPARTMENT_NAME FROM EMPLOYEES E, DEPARTMENTS D WHERE E.DEPARTMENT_ID=D.DEPARTMENT_ID(+) GROUP BY E.DEPARTMENT_ID, D.DEPARTMENT_NAME ORDER BY COUNT DESC,E.DEPARTMENT_ID ASC 
2018-06-09 00:22:12.226 DEBUG 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : ==> Parameters: 
2018-06-09 00:22:12.228 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==    Columns: COUNT, DEPARTMENT_ID, DEPARTMENT_NAME
2018-06-09 00:22:12.228 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 46, 50, Shipping
2018-06-09 00:22:12.229 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 34, 80, Sales
2018-06-09 00:22:12.229 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 6, 30, Purchasing
2018-06-09 00:22:12.229 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 6, 100, Finance
2018-06-09 00:22:12.229 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 5, 60, IT
2018-06-09 00:22:12.229 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 3, 20, Marketing
2018-06-09 00:22:12.229 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 3, 90, Executive
2018-06-09 00:22:12.229 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 10, Administration
2018-06-09 00:22:12.229 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 40, Human Resources
2018-06-09 00:22:12.229 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 70, Public Relations
2018-06-09 00:22:12.230 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 110, Accounting
2018-06-09 00:22:12.230 TRACE 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==        Row: 1, 0, NOTYET
2018-06-09 00:22:12.230 DEBUG 5908 --- [nio-8199-exec-6] k.c.i.h.m.HrmMapper.findAllDepCounts     : <==      Total: 12
2018-06-09 00:22:45.685  INFO 5908 --- [nio-8199-exec-9] k.c.i.hrm.controller.EmployeeController  : 1-------------findAllEmployees-----------------------------Sat Jun 09 00:22:45 KST 2018
2018-06-09 00:22:45.692 DEBUG 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : ==>  Preparing: SELECT EMPLOYEE_ID, FIRST_NAME, LAST_NAME, EMAIL, NVL(PHONE_NUMBER,'000.0000.0000') PHONE_NUMBER, HIRE_DATE, JOB_ID, NVL(SALARY,0.0) SALARY, NVL(COMMISSION_PCT,0.0) COMMISSION_PCT, MANAGER_ID, DEPARTMENT_ID FROM EMPLOYEES ORDER BY EMPLOYEE_ID 
2018-06-09 00:22:45.692 DEBUG 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : ==> Parameters: 
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==    Columns: EMPLOYEE_ID, FIRST_NAME, LAST_NAME, EMAIL, PHONE_NUMBER, HIRE_DATE, JOB_ID, SALARY, COMMISSION_PCT, MANAGER_ID, DEPARTMENT_ID
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 100, Steven, King, SKING, 515.123.4567, 2003-06-17 00:00:00, AD_PRES, 24000, 0, null, 90
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 101, Neena, Kochhar, NKOCHHAR, 515.123.4568, 2005-09-21 00:00:00, AD_VP, 17000, 0, 100, 90
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 102, Lex, De Haan, LDEHAAN, 515.123.4569, 2001-01-13 00:00:00, AD_VP, 17000, 0, 100, 90
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 103, Alexander, Hunold, AHUNOLD, 590.423.4567, 2006-01-03 00:00:00, IT_PROG, 9000, 0, 102, 60
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 104, Bruce, Ernst, BERNST, 590.423.4568, 2007-05-21 00:00:00, IT_PROG, 6000, 0, 103, 60
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 105, David, Austin, DAUSTIN, 590.423.4569, 2005-06-25 00:00:00, IT_PROG, 4800, 0, 103, 60
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 106, Valli, Pataballa, VPATABAL, 590.423.4560, 2006-02-05 00:00:00, IT_PROG, 4800, 0, 103, 60
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 107, Diana, Lorentz, DLORENTZ, 590.423.5567, 2007-02-07 00:00:00, IT_PROG, 4200, 0, 103, 60
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 108, Nancy, Greenberg, NGREENBE, 515.124.4569, 2002-08-17 00:00:00, FI_MGR, 12008, 0, 101, 100
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 109, Daniel, Faviet, DFAVIET, 515.124.4169, 2002-08-16 00:00:00, FI_ACCOUNT, 9000, 0, 108, 100
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 110, John, Chen, JCHEN, 515.124.4269, 2005-09-28 00:00:00, FI_ACCOUNT, 8200, 0, 108, 100
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 111, Ismael, Sciarra, ISCIARRA, 515.124.4369, 2005-09-30 00:00:00, FI_ACCOUNT, 7700, 0, 108, 100
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 112, Jose Manuel, Urman, JMURMAN, 515.124.4469, 2006-03-07 00:00:00, FI_ACCOUNT, 7800, 0, 108, 100
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 113, Luis, Popp, LPOPP, 515.124.4567, 2007-12-07 00:00:00, FI_ACCOUNT, 6900, 0, 108, 100
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 114, Den, Raphaely, DRAPHEAL, 515.127.4561, 2002-12-07 00:00:00, PU_MAN, 11000, 0, 100, 30
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 115, Alexander, Khoo, AKHOO, 515.127.4562, 2003-05-18 00:00:00, PU_CLERK, 3100, 0, 114, 30
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 116, Shelli, Baida, SBAIDA, 515.127.4563, 2005-12-24 00:00:00, PU_CLERK, 2900, 0, 114, 30
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 117, Sigal, Tobias, STOBIAS, 515.127.4564, 2005-07-24 00:00:00, PU_CLERK, 2800, 0, 114, 30
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 118, Guy, Himuro, GHIMURO, 515.127.4565, 2006-11-15 00:00:00, PU_CLERK, 2600, 0, 114, 30
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 119, Karen, Colmenares, KCOLMENA, 515.127.4566, 2007-08-10 00:00:00, PU_CLERK, 2500, 0, 114, 30
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 120, Matthew, Weiss, MWEISS, 650.123.1234, 2004-07-18 00:00:00, ST_MAN, 8000, 0, 100, 50
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 121, Adam, Fripp, AFRIPP, 650.123.2234, 2005-04-10 00:00:00, ST_MAN, 8200, 0, 100, 50
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 122, Payam, Kaufling, PKAUFLIN, 650.123.3234, 2003-05-01 00:00:00, ST_MAN, 7900, 0, 100, 50
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 123, Shanta, Vollman, SVOLLMAN, 650.123.4234, 2005-10-10 00:00:00, ST_MAN, 6500, 0, 100, 50
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 124, Kevin, Mourgos, KMOURGOS, 650.123.5234, 2007-11-16 00:00:00, ST_MAN, 5800, 0, 100, 50
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 125, Julia, Nayer, JNAYER, 650.124.1214, 2005-07-16 00:00:00, ST_CLERK, 3200, 0, 120, 50
2018-06-09 00:22:45.692 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 126, Irene, Mikkilineni, IMIKKILI, 650.124.1224, 2006-09-28 00:00:00, ST_CLERK, 2700, 0, 120, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 127, James, Landry, JLANDRY, 650.124.1334, 2007-01-14 00:00:00, ST_CLERK, 2400, 0, 120, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 128, Steven, Markle, SMARKLE, 650.124.1434, 2008-03-08 00:00:00, ST_CLERK, 2200, 0, 120, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 129, Laura, Bissot, LBISSOT, 650.124.5234, 2005-08-20 00:00:00, ST_CLERK, 3300, 0, 121, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 130, Mozhe, Atkinson, MATKINSO, 650.124.6234, 2005-10-30 00:00:00, ST_CLERK, 2800, 0, 121, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 131, James, Marlow, JAMRLOW, 650.124.7234, 2005-02-16 00:00:00, ST_CLERK, 2500, 0, 121, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 132, TJ, Olson, TJOLSON, 650.124.8234, 2007-04-10 00:00:00, ST_CLERK, 2100, 0, 121, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 133, Jason, Mallin, JMALLIN, 650.127.1934, 2004-06-14 00:00:00, ST_CLERK, 3300, 0, 122, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 134, Michael, Rogers, MROGERS, 650.127.1834, 2006-08-26 00:00:00, ST_CLERK, 2900, 0, 122, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 135, Ki, Gee, KGEE, 650.127.1734, 2007-12-12 00:00:00, ST_CLERK, 2400, 0, 122, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 136, Hazel, Philtanker, HPHILTAN, 650.127.1634, 2008-02-06 00:00:00, ST_CLERK, 2200, 0, 122, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 137, Renske, Ladwig, RLADWIG, 650.121.1234, 2003-07-14 00:00:00, ST_CLERK, 3600, 0, 123, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 138, Stephen, Stiles, SSTILES, 650.121.2034, 2005-10-26 00:00:00, ST_CLERK, 3200, 0, 123, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 139, John, Seo, JSEO, 650.121.2019, 2006-02-12 00:00:00, ST_CLERK, 2700, 0, 123, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 140, Joshua, Patel, JPATEL, 650.121.1834, 2006-04-06 00:00:00, ST_CLERK, 2500, 0, 123, 50
2018-06-09 00:22:45.708 TRACE 5908 --- [nio-8199-exec-9] k.c.i.h.m.HrmMapper.findAllEmployees     : <==        Row: 141, Trenna, Rajs, TRAJS, 650.121.8009, 2003-10-17 00:00:00, ST_CLERK, 3500, 0, 124, 50
